"Incident Number","Incident Types","Reported Date","Nearest Populated Centre","Province","Company","Status","Latitude","Longitude","Approximate Volume Released (m3)","Substance","Release Type","Significant","Year","Occurrence Date and Time","Discovered Date and Time","Detailed what happened","What happened category","Detailed why it happened","Why it happened category","Duration of interruption of pipeline operations","Pipeline or Facility Type","Activity being performed at time of incident","How the incident was discovered","Closed Date","Pipeline or facility equipment involved","Rupture","Incident type","Released substance type","Released volume (m3)","Pipe body release","Residual effects on the environment","Source of Explosion","Source of Fire","Activity at time of fatality","Number of fatalities","Type of Injury","Number of individuals injured","Workdays lost","Work restricted by injury","Conditions that resulted in the operation beyond  limits","Conditions that resulted in adverse effects on the environment","Number of people evacuated","Regulation","Pipeline Name","Pipeline outside diameter (NPS)","Pipeline length (km)","Substance carried","Facility Name","Facility Type","Facility latitude","Facility longitude","Country","Affects Company Property","Off Company Property","Affects Pipeline right-of-way","Affects off Pipeline right-of-way","Land Use","Population Density","Kilometre post","Emergency Level","Investigation Type","Was NEB Staff Deployed","Related NEB event number","Equipment or component involved","Design standard","Nominal pipe size","Material","Material grade","Schedule","Design wall thickness (mm)","Custom design wall thickness (mm)","Actual wall thickness (mm)","Licensed maximum operating pressure (kPa)","Restricted operating pressure (kPa)","Actual operating pressure at time of failure (kPa)","Designed depth of cover (m)","Actual depth of cover (m)","Year of manufacture","Year of installation","Year when put into service","Most recent cathodic protection reading at incident site (mV vs. Cu/CuSO4)","Weld type ","Seam type","Seam joining method","Seam clock position","Coating location","Coating type","Coating condition","Application method","Year when the coating was applied","Insulation installed","Repair type","Repair date","Equipment or component has never been inspected","Most recent inspection date for the failed equipment or component","Type of most recent inspection","Most recent inspection part of the routine inspection program","No maintenance done on this equipment or component","Date of the most recent maintenance work for the failed equipment or component","Most recent maintenance Type","Most recent maintenance work part of the routine maintenance program"
"INC2021-004","Serious Injury (CER or TSB)","01/19/2021","Oyen","Alberta","TransCanada Keystone Pipeline GP Ltd.","Closed","51.82354300","-110.56256400","Not Applicable","Not Applicable","Not Applicable","Yes","2021","2021/01/19 08:15:00 AM Mountain","2021/01/19 08:15:00 AM Mountain","Substandard Acts, Operating equipment without authority;Substandard Acts, Using equipment improperly;Substandard Acts, Failure to identify hazard or risk;Substandard Acts, Failure to react or correct;Substandard Acts, Failure to communicate or coordinate;Substandard Conditions, Inadequate instructions or procedures;Substandard Conditions, Inadequate preparation or planning","External Interference, Incorrect Operation","Personal factors, Lack of knowledge, Lack of experience;Personal factors, Lack of knowledge, Inadequate initial training;Job or system factors, Inadequate leadership and/or supervision, Unclear or conflicting assignment of responsibility;Job or system factors, Inadequate leadership and/or supervision, Inadequate matching of individual qualifications and job or task requirements","Human Factors, Inadequate Supervision","No pipeline interruption","Transmission","Construction","Employee / Contractor (Onsite)","2021/04/09","No","No","Serious Injury (CER or TSB)","","","","No","","","","","Fracture","1","","No","","","0","OPR","Keystone XL Pipeline","914.00000000","518.21934840","Crude Oil","","Meter","","","Canada","Yes","No","No","No","Agricultural Cropland","10 or fewer dwelling units","54+300","Not Emergency","Inactive Investigation Level in Error","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","No","","","No","No","","","No"
"INC2021-005","Release of Substance","01/20/2021","Cherry Grove, Alberta","Saskatchewan","Many Islands Pipe Lines (Canada) Limited","Closed","54.34159300","-109.97595200","1.0000","Drilling Fluid","Miscellaneous","No","2021","2021/01/19 01:00:00 PM Mountain","2021/01/19 01:00:00 PM Mountain","Substandard Conditions, Inadequate information or data","External Interference","Job or system factors, Inadequate engineering, Inadequate assessment of loss exposures;Job or system factors, Inadequate engineering, Inadequate evaluation of changes","Engineering and Planning","No pipeline interruption","Transmission","Construction","Employee / Contractor (Onsite)","2021/08/13","No","No","Release of Substance","Drilling Fluid","1.0000","No","Yes","","","","","","","","","","","0","OPR","PIERCELAND SUPPLY PIPELINE","","","Natural Gas","","Meter","","","Canada","No","No","No","Yes","Water / Wetlands","10 or fewer dwelling units","","Not Emergency","Inactive Investigation Level in Error","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","No","","","No","No","","","No"
"INC2021-006","Operation Beyond Design Limits","01/25/2021","Lac La Biche","Alberta","NOVA Gas Transmission Ltd.","Closed","54.77374200","-111.82067300","Not Applicable","Not Applicable","Not Applicable","No","2021","","2021/01/25 09:35:00 AM Mountain","Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion","Natural Force Damage","External Interference, Natural or Environmental Forces","Natural or Environmental Forces","No pipeline interruption","Transmission","Operation","Employee / Contractor (Onsite)","2021/05/28","Yes","No","Operation Beyond Design Limits","","","","No","","","","","","","","","Exposed Pipe","","0","OPR","TWEEDIE LATERAL - NPS 6","168.30000000","25.43120069","Natural Gas","","","","","Canada","Yes","No","Yes","No","Vegetative Barren","10 or fewer dwelling units","","Not Emergency","Inactive Investigation Level in Error","No","","Pipeline, Pipe, Body","1976","NPS 6","Carbon Steel","317 - X46","","3.2 mm = 0.126 in","","","8740.0000","","","0.6000","0.0000","","1976","1976","","","","","","","","","","","No","","","No","2020-11-28","Visual","Yes","No","","","No"
"INC2021-009","Operation Beyond Design Limits","01/29/2021","Pointe Calumet, Quebec","Quebec","Trans-Northern Pipelines Inc.","Closed","45.49822700","-74.00376900","Not Applicable","Not Applicable","Not Applicable","No","2021","","2021/01/19 02:25:00 PM Eastern","Damage or deterioration mechanism, Geotechnical Failure, Soil Subsidence/Slope Movement;Substandard Conditions, Inadequate guards or barriers","External Interference, Natural Force Damage","External Interference, Natural or Environmental Forces","Natural or Environmental Forces","No pipeline interruption","Transmission","Operation","Inspection Site Visit","2021/05/26","Yes","No","Operation Beyond Design Limits","","","","No","","","","","","","","","Slope Movements","","0","OPR","Mainline","273.10000000","635.01881647","Refined Products-Aviation","","","","","Canada","No","No","Yes","No","Tundra / Native Prairie / Parks","10 or fewer dwelling units","","Not Emergency","Inactive Investigation Level in Error","No","","Pipeline, Pipe, Girth weld;Pipeline, Pipe, Body;Pipeline, Pipe, Seam weld","","NPS 16","Carbon Steel","359 - X52","","7.1 mm = 0.280 in","","","","","","","1.5000","2003","2004","2005","","","Straight","Electric Resistance Welded","","External","Fusion Bonded Epoxy (FBE)","","","","No","","","No","","","No","No","","","No"
"INC2021-010","Release of Substance","01/30/2021","Taylor, BC","British Columbia","Westcoast Energy Inc.","Closed","56.14153000","-120.67051100","124832.0000","Natural Gas - Sweet","Gas","Yes","2021","2021/01/29 04:43:00 PM Mountain","2021/01/29 04:43:00 PM Mountain","Damage or deterioration mechanism, Construction, Defective Other Joint","Defect and Deterioration","Job or system factors, Inadequate tools and equipment, Inadequate adjustment or repair or maintenance;Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring","Maintenance, Tools and Equipment","No pipeline interruption","Transmission","Operation","SCADA","2021/07/05","Yes","No","Release of Substance","Natural Gas - Sweet","124832.0000","No","No","","","","","","","","","","","0","OPR","26"" Alberta Mainline","660.40000000","57.94913728","Natural Gas Sweet","","","","","Canada","Yes","No","No","No","Developed Land - Industrial","10 or fewer dwelling units","0","Not Emergency","Inactive Investigation Level in Error","No","","Station/Facility, Compression, Valve, Pressure relief, Other (please explain)","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","No","2020-09-01","Visual","Yes","No","2020-09-01","Recertification","Yes"
"INC2021-012","Fire","02/01/2021","Burnaby","British Columbia","Trans Mountain Pipeline ULC","Closed","49.26993200","-122.93373000","Not Applicable","Not Applicable","Not Applicable","No","2021","2021/02/01 07:30:00 AM Pacific","2021/02/01 07:30:00 AM Pacific","Substandard Acts, Failure to follow procedure or policy or practice;Substandard Acts, Failure to react or correct","Incorrect Operation","Personal factors, Lack of knowledge, Lack of situational awareness","Human Factors","No pipeline interruption","Distribution","Maintenance","Employee / Contractor (Onsite)","2021/07/06","No","No","Fire","","","","No","","Welding or Cutting","","","","","","","","","0","OPR","Mainline","610.00000000","1596.89388834","Crude Oil, Crude Oil Sour Heavy, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light","BURNABY","","49.26848937","-122.93134198","Canada","Yes","No","No","No","Developed Land - Industrial","10 or fewer dwelling units","","Not Emergency","Inactive Investigation Level in Error","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","No","","","No","No","","","No"
"INC2021-014","Release of Substance","02/02/2021","Bonanza, AB","Alberta","Westcoast Energy Inc.","Submitted","55.87383100","-119.84232800","3468.3000","Natural Gas - Sweet","Gas","No","2021","","2021/02/01 04:00:00 PM Mountain","Damage or deterioration mechanism, Construction, Defective Circumferential Weld","Defect and Deterioration","Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria","Engineering and Planning","Long-term interruption","Transmission","Maintenance","Employee / Contractor (Onsite)","","Yes","No","Release of Substance","Natural Gas - Sweet","3468.3000","Yes","No","","","","","","","","","","","0","OPR","26"" Alberta Mainline","660.40000000","57.94913728","Natural Gas Sweet","","","","","Canada","No","No","Yes","No","Vegetative Barren","10 or fewer dwelling units","7.9","Not Emergency","Inactive Investigation Level in Error","No","","Pipeline, Pipe, Girth weld","API 5LX 1957","NPS 26","Carbon Steel","359 - X52","","7.1 mm = 0.280 in","","7.1000","5516.0000","","4615.0000","0.6000","0.0000","1957","1957","1957","1312.0000","Girth (Circumferential)","Straight","Double Submerged Arc Welding","4 o'clock","External","","Intact","Field Applied","1957","No","Replacement","2021-02-21","No","2020-10-29","Inline Inspection (ILI)","Yes","No","2020-10-29","Repair","Yes"
"INC2021-015","Release of Substance","02/03/2021","Moncton","New Brunswick","Maritimes & Northeast Pipeline Management Ltd.","Closed","46.11301100","-64.71532500","1017.2500","Natural Gas - Sweet","Gas","No","2021","2021/02/02 06:30:00 PM Atlantic","2021/02/02 06:30:00 PM Atlantic","Substandard Conditions, Weather Related, Heavy rains or floods;Substandard Conditions, Weather Related, Frozen components;Substandard Conditions, Weather Related, Temperature Extremes;Substandard Conditions, Weather Related, Adverse weather;Damage or deterioration mechanism, Other Causes, Unknown;Substandard Acts, Failure to identify hazard or risk","External Interference, Incorrect Operation, Other Causes","Job or system factors, Inadequate tools and equipment, Inadequate assessment of needs and risks;External Interference, Natural or Environmental Forces","Natural or Environmental Forces, Tools and Equipment","No pipeline interruption","Transmission","Operation","3rd Party / Other Company","2021/06/16","Yes","No","Release of Substance","Natural Gas - Sweet","1017.2500","No","No","","","","","","","","","","","0","OPR","Moncton lateral","219.10000000","12.44337836","Natural Gas","00-1 CUSTODY TRANSFER STATION SITE","","46.11305974","-64.71567652","Canada","Yes","No","No","No","Developed Land - Small Commercial","within 200 m of the event site - A building occupied by 20 to 120 persons during normal use","12","Not Emergency","Inactive Investigation Level in Error","No","","Station/Facility, Metering, Delivering, Instrumentation and controls;Station/Facility, Metering, Delivering, Heater;Station/Facility, Metering, Delivering, Valve, Pressure relief, Diaphragm;Station/Facility, Metering, Delivering, Valve, Pressure relief, Seat;Station/Facility, Metering, Delivering, Valve, Pressure relief, Spring","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","No","2019-05-26","Visual","Yes","No","2017-03-02","Recertification","Yes"
"INC2021-017","Fire","02/04/2021","Suffield, Albereta","Alberta","NOVA Gas Transmission Ltd.","Closed","50.17339000","-111.04742000","Not Applicable","Not Applicable","Not Applicable","No","2021","2021/02/03 01:45:00 PM Mountain","2021/02/03 01:45:00 PM Mountain","Substandard Conditions, Fire and explosion hazards","External Interference","External Interference, Natural or Environmental Forces","Natural or Environmental Forces","No pipeline interruption","Transmission","Maintenance","Employee / Contractor (Onsite)","2021/07/11","No","No","Fire","","","","No","","Other Event (Nature or 3rd Party)","","","","","","","","","0","OPR","SUFFIELD LATERAL - NPS 12","323.90000000","63.37841961","Natural Gas","SUFFIELD WEST","","50.17377196","-111.04797016","Canada","Yes","No","No","No","Agricultural Cropland","10 or fewer dwelling units","N/A","Not Emergency","Inactive Investigation Level in Error","No","INC2020-006","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","No","","","No","No","","","No"
"INC2021-018","Fire","02/06/2021","Chetwynd, BC","British Columbia","Westcoast Energy Inc.","Closed","55.64904700","-122.20747700","Not Applicable","Not Applicable","Not Applicable","No","2021","2021/02/06 07:35:00 PM Mountain","2021/02/06 07:35:00 PM Mountain","Substandard Acts, Failure to identify hazard or risk;Damage or deterioration mechanism, Electrical Power System Failure, Electrical Fault","Equipment Failure, Incorrect Operation","Job or system factors, Inadequate engineering, Inadequate assessment of loss exposures","Engineering and Planning","No pipeline interruption","Transmission","Operation","Other Control System","2021/07/11","Yes","No","Fire","","","","No","","Equipment & Electrical","","","","","","","","","0","OPR","30"" Fort St. John Mainline","","","","WILLOW FLATS (STN 2) (2)","","55.64990496","-122.20721642","Canada","Yes","No","No","No","Developed Land - Industrial","10 or fewer dwelling units","122.9","Not Emergency","Inactive Investigation Level in Error","No","","Station/Facility, Compression, Electrical power system apparatus","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","No","2020-10-05","Visual","Yes","No","2020-10-05","Testing of Functionality","Yes"
"INC2021-019","Fire","02/08/2021","Wonowon","British Columbia","Westcoast Energy Inc.","Closed","56.93820600","-122.10643300","Not Applicable","Not Applicable","Not Applicable","No","2021","2021/02/06 10:51:00 AM Mountain","2021/02/06 10:51:00 AM Mountain","Substandard Acts, Failure to react or correct;Substandard Conditions, Inadequate preparation or planning","External Interference, Incorrect Operation","Job or system factors, Inadequate leadership and/or supervision, Inadequate work planning or programming;Job or system factors, Inadequate maintenance, Inadequate preventive, Lubrication and servicing","Inadequate Supervision, Maintenance","No pipeline interruption","Transmission","Construction","Employee / Contractor (Onsite)","2021/07/13","No","No","Fire","","","","No","","Other Event (Nature or 3rd Party)","","","","","","","","","0","OPR","SPRUCE RIDGE","609.60000000, 914.00000000","37.19480889","Natural Gas","","","","","Canada","No","No","Yes","No","Forests","10 or fewer dwelling units","13","Not Emergency","Inactive Investigation Level in Error","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","No","","","No","No","","","No"
"INC2021-023","Operation Beyond Design Limits","02/18/2021","Edmonton","Alberta","Enbridge Pipelines Inc.","Closed","53.54567800","-113.35183100","Not Applicable","Not Applicable","Not Applicable","No","2021","2021/02/18 02:32:00 AM Mountain","2021/02/18 02:32:00 AM Mountain","Substandard Acts, Failure to follow procedure or policy or practice;Substandard Conditions, Defective tools, equipment or materials","External Interference, Incorrect Operation","Personal factors, Mental or psychological stress, Extreme concentration or perception demands;Personal factors, Lack of knowledge, Lack of situational awareness;Job or system factors, Inadequate tools and equipment, Inadequate human factors or ergonomics considerations;Job or system factors, Excessive wear and tear, Improper loading or rate of use;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Human Factors, Maintenance, Standards and Procedures, Tools and Equipment","Short-term interruption","Transmission","Operation","SCADA","2021/07/05","Yes","No","Operation Beyond Design Limits","","","","No","","","","","","","","","Overpressure - Maximum Operating Pressure","","0","OPR","","","","","EDMONTON TERMINAL","","53.54740268","-113.35571374","Canada","Yes","No","No","No","Developed Land - Industrial","46 or more dwelling units, facilities, or institutions, or a combination of such structures intended for human occupancy from which rapid evacuation can be difficult (e.g., hospitals, nursing homes)","NA","Not Emergency","Inactive Investigation Level in Error","No","","Station/Facility, Pumping, Valve, Pressure relief, Rupture disk","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","No","","","No","No","","","No"
